# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Sep 26 06:50:01 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum > 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
106,GJ 3293,c,Radial Velocity,2,123.75,0.3,-0.3,0,0.364,,,0,0.33,0.06,-0.06,0,0.081,0.005,-0.005,0,Msini,,,,,0,,,,,0.42,,,0,0,0.4,0.03,-0.03,0,0
110,GJ 3998,b,Radial Velocity,2,2.64977,0.00081,-0.00077,0,0.029,0.001,-0.001,0,0,,,0,0.00777,0.00085,-0.00085,0,Msini,,,,,0,17.79,0.72,-0.72,0,0.5,0.05,-0.05,0,0,0.49,0.05,-0.05,0,0
111,GJ 3998,c,Radial Velocity,2,13.74,0.016,-0.016,0,0.089,0.003,-0.003,0,0.049,0.052,-0.034,0,0.0197,0.00249,-0.00239,0,Msini,,,,,0,17.79,0.72,-0.72,0,0.5,0.05,-0.05,0,0,0.49,0.05,-0.05,0,0
115,GJ 581,b,Radial Velocity,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,0.0497,0.0009,-0.0009,0,Msini,,,,,0,6.27,0.09,-0.09,0,0.31,0.02,-0.02,0,0,0.29,,,0,0
116,GJ 581,c,Radial Velocity,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,0.0173,0.0009,-0.0009,0,Msini,,,,,0,6.27,0.09,-0.09,0,0.31,0.02,-0.02,0,0,0.29,,,0,0
117,GJ 581,e,Radial Velocity,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,0.0053,0.0006,-0.0006,0,Msini,,,,,0,6.27,0.09,-0.09,0,0.31,0.02,-0.02,0,0,0.29,,,0,0
119,GJ 667 C,b,Radial Velocity,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,0.018,0.004,-0.004,0,Msini,,,,,0,6.8,,,0,0.33,0.02,-0.02,0,0,,,,,0
120,GJ 667 C,c,Radial Velocity,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,0.012,0.005,-0.004,0,Msini,,,,,0,6.8,,,0,0.33,0.02,-0.02,0,0,,,,,0
121,GJ 667 C,e,Radial Velocity,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,0.008,0.005,-0.004,0,Msini,,,,,0,6.8,,,0,0.33,0.02,-0.02,0,0,,,,,0
122,GJ 667 C,f,Radial Velocity,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,0.008,0.004,-0.004,0,Msini,,,,,0,6.8,,,0,0.33,0.02,-0.02,0,0,,,,,0
123,GJ 667 C,g,Radial Velocity,5,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,0.08,0.41,-0.08,0,0.014,0.008,-0.007,0,Msini,,,,,0,6.8,,,0,0.33,0.02,-0.02,0,0,,,,,0
125,GJ 676 A,b,Radial Velocity,3,1050.3,1.2,-1.2,0,1.8,0.07,-0.07,0,0.328,0.004,-0.004,0,4.95,0.31,-0.31,0,Msini,,,,,0,16.13,0.46,-0.49,0,0.71,0.04,-0.04,0,0,,,,,0
126,GJ 676 A,d,Radial Velocity,3,3.6,0.0008,-0.0008,0,0.0413,0.0014,-0.0014,0,0.15,0.09,-0.09,0,0.014,0.002,-0.002,0,Msini,,,,,0,16.13,0.46,-0.49,0,0.71,0.04,-0.04,0,0,,,,,0
127,GJ 676 A,e,Radial Velocity,3,35.37,0.07,-0.07,0,0.187,0.007,-0.007,0,0.24,0.12,-0.12,0,0.036,0.005,-0.005,0,Msini,,,,,0,16.13,0.46,-0.49,0,0.71,0.04,-0.04,0,0,,,,,0
129,GJ 832,b,Radial Velocity,2,3657,104,-104,0,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,0.68,0.09,-0.09,0,Msini,,,,,0,4.94,0.03,-0.03,0,0.45,0.05,-0.05,0,0,,,,,0
130,GJ 832,c,Radial Velocity,2,35.68,0.03,-0.03,0,0.163,0.006,-0.006,0,0.18,0.13,-0.13,0,0.017,0.003,-0.003,0,Msini,,,,,0,4.94,0.03,-0.03,0,0.45,0.05,-0.05,0,0,,,,,0
133,GJ 876,b,Radial Velocity,4,61.1166,0.0086,-0.0086,0,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,2.2756,0.0045,-0.0045,0,Mass,,,,,0,4.7,0.05,-0.05,0,0.33,0.03,-0.03,0,0,,,,,0
134,GJ 876,c,Radial Velocity,4,30.0881,0.0082,-0.0082,0,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,0.7142,0.0039,-0.0039,0,Mass,,,,,0,4.7,0.05,-0.05,0,0.33,0.03,-0.03,0,0,,,,,0
135,GJ 876,d,Radial Velocity,4,1.93778,0.00002,-0.00002,0,0.020807,0,0,0,0.207,0.055,-0.055,0,0.021,0.001,-0.001,0,Mass,,,,,0,4.7,0.05,-0.05,0,0.33,0.03,-0.03,0,0,,,,,0
136,GJ 876,e,Radial Velocity,4,124.26,0.7,-0.7,0,0.3343,0.0013,-0.0013,0,0.055,0.012,-0.012,0,0.046,0.005,-0.005,0,Mass,,,,,0,4.7,0.05,-0.05,0,0.33,0.03,-0.03,0,0,,,,,0
143,HAT-P-13,b,Transit,2,2.91625,0.000015,-0.000015,0,,,,,0.0133,0.0041,-0.0041,0,0.851,0.038,-0.038,0,Mass,1.272,0.065,-0.065,0,1,214,12,-12,0,1.22,0.05,-0.1,0,0,1.56,0.08,-0.08,0,0
144,HAT-P-13,c,Radial Velocity,2,446.27,0.22,-0.22,0,,,,,0.6616,0.0054,-0.0054,0,14.28,0.28,-0.28,0,Msini,,,,,0,214,12,-12,0,1.22,0.05,-0.1,0,0,1.56,0.08,-0.08,0,0
148,HAT-P-17,b,Transit,2,10.338523,0.000009,-0.000009,0,0.0882,0.0014,-0.0014,0,0.342,0.006,-0.006,0,0.534,0.018,-0.018,0,Mass,1.01,0.029,-0.029,0,0,90,3,-3,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0
149,HAT-P-17,c,Radial Velocity,2,5584,7700,-2100,0,5.6,3.5,-1.4,0,0.39,0.23,-0.17,0,3.4,1.1,-0.7,0,Msini,,,,,0,90,3,-3,0,0.86,0.04,-0.04,0,0,0.84,0.02,-0.02,0,0
179,HAT-P-44,b,Transit,2,4.301219,0.000019,-0.000019,0,0.0507,0.0007,-0.0007,0,0.044,0.052,-0.052,0,0.352,0.029,-0.029,0,Mass,1.242,0.106,-0.051,0,0,363,31,-17,0,0.94,0.04,-0.04,0,0,0.95,0.08,-0.04,0,0
180,HAT-P-44,c,Radial Velocity,2,872.2,1.7,-1.7,0,1.752,0.025,-0.025,0,0.494,0.081,-0.081,0,4,1.4,-0.8,0,Msini,,,,,0,363,31,-17,0,0.94,0.04,-0.04,0,0,0.95,0.08,-0.04,0,0
222,HD 10180,c,Radial Velocity,6,5.75969,0.00028,-0.00028,0,0.06412,0.00101,-0.00101,0,0.073,0.031,-0.031,0,0.0416,0.0014,-0.0014,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
223,HD 10180,d,Radial Velocity,6,16.357,0.0038,-0.0038,0,0.12859,0.00202,-0.00202,0,0.131,0.052,-0.052,0,0.0378,0.0022,-0.0022,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
224,HD 10180,e,Radial Velocity,6,49.748,0.025,-0.025,0,0.2699,0.0043,-0.0043,0,0.051,0.033,-0.033,0,0.0805,0.0032,-0.0032,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
225,HD 10180,f,Radial Velocity,6,122.744,0.232,-0.232,0,0.4929,0.0078,-0.0078,0,0.119,0.054,-0.054,0,0.0722,0.0047,-0.0047,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
226,HD 10180,g,Radial Velocity,6,604.67,10.42,-10.42,0,1.427,0.028,-0.028,0,0.263,0.152,-0.152,0,0.0732,0.0138,-0.0138,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
227,HD 10180,h,Radial Velocity,6,2205,105.9,-105.9,0,3.381,0.121,-0.121,0,0.095,0.086,-0.086,0,0.2066,0.0139,-0.0139,0,Msini,,,,,0,39.02,1.1,-1.1,0,1.06,0.05,-0.05,0,0,1.11,0.04,-0.04,0,0
251,HD 108874,b,Radial Velocity,2,395.8,0.6,-0.6,0,1.038,0.014,-0.014,0,0.082,0.021,-0.021,0,1.29,0.06,-0.06,0,Msini,,,,,0,68.5,5.8,-5.8,0,0.95,0.04,-0.04,0,0,,,,,0
252,HD 108874,c,Radial Velocity,2,1624,23,-23,0,2.659,0.06,-0.06,0,0.239,0.031,-0.031,0,0.99,0.06,-0.06,0,Msini,,,,,0,68.5,5.8,-5.8,0,0.95,0.04,-0.04,0,0,,,,,0
254,HD 109271,b,Radial Velocity,2,7.8543,0.0009,-0.0009,0,0.079,0.001,-0.001,0,0.25,0.08,-0.08,0,0.054,0.004,-0.004,0,Msini,,,,,0,56.92,2.89,-3.22,0,1.05,0.02,-0.02,0,0,,,,,
255,HD 109271,c,Radial Velocity,2,30.93,0.02,-0.02,0,0.196,0.003,-0.003,0,0.15,0.09,-0.09,0,0.076,0.007,-0.007,0,Msini,,,,,0,56.92,2.89,-3.22,0,1.05,0.02,-0.02,0,0,,,,,
261,HD 113538,b,Radial Velocity,2,663.2,8.4,-7.4,0,1.24,0.04,-0.04,,0.14,0.08,-0.08,0,0.36,0.04,-0.04,0,Msini,,,,,0,15.9,,,0,0.58,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0
262,HD 113538,c,Radial Velocity,2,1818,25,-22,0,2.44,0.07,-0.07,0,0.2,0.04,-0.04,0,0.93,0.06,-0.06,0,Msini,,,,,0,15.9,,,0,0.58,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0
268,HD 11506,b,Radial Velocity,2,1627.5,5.9,-5.9,0,2.708,0.007,-0.007,0,0.37,0.01,-0.01,0,4.21,0.07,-0.07,0,Msini,,,,,0,51.7,1.6,-1.6,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0
269,HD 11506,c,Radial Velocity,2,223.6,0.6,-0.6,0,0.721,0.001,-0.001,0,0.24,0.05,-0.05,0,0.36,0.02,-0.02,0,Msini,,,,,0,51.7,1.6,-1.6,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0
275,HD 11964,b,Radial Velocity,2,1945,26,-26,0,3.16,0.19,-0.19,0,0.041,0.047,-0.047,0,0.622,0.056,-0.056,0,Msini,,,,,0,33.98,1.02,-1.08,0,1.12,,,0,0,,,,,0
276,HD 11964,c,Radial Velocity,2,37.91,0.041,-0.041,0,0.229,0.013,-0.013,0,0.3,0.17,-0.17,0,0.0788,0.0097,-0.0097,0,Msini,,,,,0,33.98,1.02,-1.08,0,1.12,,,0,0,,,,,0
282,HD 125612,b,Radial Velocity,3,559.4,1.3,-1.3,0,1.37,,,0,0.46,0.01,-0.01,0,3,,,0,Msini,,,,,0,52.83,3.64,-4.22,0,1.09,0.03,-0.03,0,0,,,,,0
283,HD 125612,c,Radial Velocity,3,4.1547,0.0005,-0.0005,0,0.05,,,0,0.27,0.12,-0.12,0,0.058,,,0,Msini,,,,,0,52.83,3.64,-4.22,0,1.09,0.03,-0.03,0,0,,,,,0
284,HD 125612,d,Radial Velocity,3,3008,202,-202,0,4.2,,,,0.28,0.12,-0.12,0,7.2,,,0,Msini,,,,,0,52.83,3.64,-4.22,0,1.09,0.03,-0.03,0,0,,,,,0
286,HD 12661,b,Radial Velocity,2,262.709,0.083,-0.083,0,0.8079,0.0052,-0.0052,0,0.3768,0.0077,-0.0077,0,2.176,0.037,-0.037,0,Msini,,,,,0,37.16,1.11,-1.18,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0
287,HD 12661,c,Radial Velocity,2,1708,14,-14,0,2.8145,0.0238,-0.0238,0,0.031,0.022,-0.022,0,1.812,0.048,-0.048,0,Msini,,,,,0,37.16,1.11,-1.18,0,1.02,0.02,-0.02,0,0,1.11,0.08,-0.08,0,0
289,HD 128311,b,Radial Velocity,2,453.019,0.404,-0.404,0,1.084,0.006,-0.006,0,0.303,0.011,-0.011,0,1.769,0.023,-0.023,0,Msini,,,,,0,,,,,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0
290,HD 128311,c,Radial Velocity,2,921.538,1.15,-1.15,0,1.74,0.01,-0.01,0,0.159,0.006,-0.006,0,3.789,0.924,-0.432,0,Mass,,,,,0,,,,,0.83,0.01,-0.01,0,0,0.76,0.02,-0.02,0,0
299,HD 133131 A,b,Radial Velocity,2,649,3,-3,0,1.44,0.005,-0.005,0,0.33,0.03,-0.03,0,1.42,0.04,-0.04,0,Msini,,,,,0,47,,,0,0.95,,,0,0,,,,,0
300,HD 133131 A,c,Radial Velocity,2,3568,1084,-1084,0,4.49,0.92,-0.92,0,0.49,0.22,-0.22,0,0.42,0.15,-0.15,0,Msini,,,,,0,47,,,0,0.95,,,0,0,,,,,0
301,HD 133131 B,1,Radial Velocity,2,5769,831,-831,0,6.15,0.59,-0.59,0,0.61,0.04,-0.04,0,2.5,0.05,-0.05,0,Msini,,,,,0,47,,,0,0.93,,,0,0,,,,,0
302,HD 134987,b,Radial Velocity,2,258.19,0.07,-0.07,0,0.81,0.02,-0.02,0,0.233,0.002,-0.002,0,1.59,0.02,-0.02,0,Msini,,,,,0,22.2,1.1,-1.1,0,1.1,0.07,-0.04,0,0,1.25,0.04,-0.04,0,0
303,HD 134987,c,Radial Velocity,2,5000,400,-400,0,5.8,0.5,-0.5,0,0.12,0.02,-0.02,0,0.82,0.03,-0.03,0,Msini,,,,,0,22.2,1.1,-1.1,0,1.1,0.07,-0.04,0,0,1.25,0.04,-0.04,0,0
306,HD 13908,b,Radial Velocity,2,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,0.02,0.018,-0.018,0,0.865,0.035,-0.035,0,Msini,,,,,0,66.89,3.6,-4.03,0,1.29,0.04,-0.04,0,0,1.67,0.1,-0.1,0,0
307,HD 13908,c,Radial Velocity,2,931,17,-17,0,2.03,0.04,-0.04,0,0.12,0.02,-0.02,0,5.13,0.25,-0.25,0,Msini,,,,,0,66.89,3.6,-4.03,0,1.29,0.04,-0.04,0,0,1.67,0.1,-0.1,0,0
311,HD 141399,b,Radial Velocity,4,94.44,0.05,-0.05,0,0.415,0.011,-0.011,0,0.04,0.02,-0.02,0,0.451,0.03,-0.03,0,Msini,,,,,0,36.2,0.5,-0.5,0,1.07,0.08,-0.08,0,0,,,,,0
312,HD 141399,c,Radial Velocity,4,201.99,0.08,-0.08,0,0.689,0.02,-0.02,0,0.048,0.009,-0.009,0,1.33,0.08,-0.08,0,Msini,,,,,0,36.2,0.5,-0.5,0,1.07,0.08,-0.08,0,0,,,,,0
313,HD 141399,d,Radial Velocity,4,1069.8,6.7,-6.7,0,2.09,0.06,-0.06,0,0.074,0.025,-0.025,0,1.18,0.08,-0.08,0,Msini,,,,,0,36.2,0.5,-0.5,0,1.07,0.08,-0.08,0,0,,,,,0
314,HD 141399,e,Radial Velocity,4,5000,560,-2000,0,5,1.5,-1.5,0,0.26,0.22,-0.22,0,0.66,0.1,-0.1,0,Msini,,,,,0,36.2,0.5,-0.5,0,1.07,0.08,-0.08,0,0,,,,,0
316,HD 142,b,Radial Velocity,2,349.7,1.2,-1.2,0,1.02,0.03,-0.03,0,0.17,0.06,-0.06,0,1.25,0.15,-0.15,0,Msini,,,,,0,25.64,0.41,-0.43,0,1.23,0.22,-0.16,0,0,1.47,0.04,-0.04,0,0
317,HD 142,c,Radial Velocity,2,6005,477,-477,0,6.8,0.5,-0.5,0,0.21,0.07,-0.07,0,5.3,0.7,-0.7,0,Msini,,,,,0,25.64,0.41,-0.43,0,1.23,0.22,-0.16,0,0,1.47,0.04,-0.04,0,0
326,HD 1461,b,Radial Velocity,2,5.77152,0.00045,-0.00045,0,0.0634,0.0022,-0.0022,0,0.172,,,1,0.02026,0.00192,-0.00192,0,Msini,,,,,0,23.44,0.46,-0.48,0,1.02,,,0,0,,,,,0
327,HD 1461,c,Radial Velocity,2,13.5052,0.0029,-0.0029,0,0.1117,0.0039,-0.0039,0,0.305,,,1,0.01759,0.0023,-0.0023,0,Msini,,,,,0,23.44,0.46,-0.48,0,1.02,,,0,0,,,,,0
328,HD 147018,b,Radial Velocity,2,44.236,0.008,-0.008,0,0.2388,0.0039,-0.0039,0,0.4686,0.0081,-0.0081,0,2.12,0.07,-0.07,0,Msini,,,,,0,42.96,1.59,-1.59,0,0.93,0.03,-0.03,0,0,,,,,0
329,HD 147018,c,Radial Velocity,2,1008,18,-18,0,1.922,0.039,-0.039,0,0.133,0.011,-0.011,0,6.56,0.32,-0.32,0,Msini,,,,,0,42.96,1.59,-1.59,0,0.93,0.03,-0.03,0,0,,,,,0
342,HD 154857,b,Radial Velocity,2,408.6,0.5,-0.5,0,1.291,0.008,-0.008,0,0.46,0.02,-0.02,0,2.24,0.05,-0.05,0,Msini,,,,,0,68.54,4.02,-4.56,0,1.72,0.03,-0.02,0,0,1.76,0.06,-0.06,0,0
343,HD 154857,c,Radial Velocity,2,3452,105,-105,0,5.36,0.09,-0.09,0,0.06,0.05,-0.05,0,2.58,0.16,-0.16,0,Msini,,,,,0,68.54,4.02,-4.56,0,1.72,0.03,-0.02,0,0,1.76,0.06,-0.06,0,0
345,HD 155358,b,Radial Velocity,2,194.3,0.3,-0.3,0,0.64,0.01,-0.01,0,0.17,0.03,-0.03,0,0.85,0.05,-0.05,0,Msini,,,,,0,43.4,1.26,-1.34,0,,,,,,,,,,
346,HD 155358,c,Radial Velocity,2,391.9,1,-1,0,1.02,0.02,-0.02,0,0.16,0.1,-0.1,0,0.82,0.07,-0.07,0,Msini,,,,,0,43.4,1.26,-1.34,0,,,,,,,,,,
352,HD 159243,b,Radial Velocity,2,12.62,0.004,-0.004,0,0.11,0.002,-0.002,0,0.02,0.018,-0.018,0,1.13,0.05,-0.05,0,Msini,,,,,0,68.59,5.42,-6.43,0,1.12,0.03,-0.03,0,0,1.12,0.05,-0.05,0,0
353,HD 159243,c,Radial Velocity,2,248.4,4.9,-4.9,0,0.8,0.02,-0.02,0,0.075,0.05,-0.05,0,1.9,0.13,-0.13,0,Msini,,,,,0,68.59,5.42,-6.43,0,1.12,0.03,-0.03,0,0,1.12,0.05,-0.05,0,0
354,HD 159868,b,Radial Velocity,2,1178.4,8.8,-8.8,0,2.25,0.03,-0.03,0,0.01,0.03,-0.03,0,2.1,0.11,-0.11,0,Msini,,,,,0,52.72,2.82,-3.15,0,1.09,0.03,-0.03,0,0,,,,,0
355,HD 159868,c,Radial Velocity,2,352.3,1.3,-1.3,0,1,0.01,-0.01,0,0.15,0.05,-0.05,0,0.73,0.05,-0.05,0,Msini,,,,,0,52.72,2.82,-3.15,0,1.09,0.03,-0.03,0,0,,,,,0
356,HD 1605,b,Radial Velocity,2,577.9,5.6,-4.9,0,1.48,0.02,-0.01,0,0.078,0.082,-0.035,0,0.96,0.06,-0.04,0,Msini,,,,,0,84.6,6.11,-7.14,0,1.31,0.11,-0.11,0,0,3.8,0.4,-0.4,0,0
357,HD 1605,c,Radial Velocity,2,2111,42,-32,0,3.52,0.05,-0.05,0,0.098,0.032,-0.022,0,3.48,0.13,-0.11,0,Msini,,,,,0,84.6,6.11,-7.14,0,1.31,0.11,-0.11,0,0,3.8,0.4,-0.4,0,0
358,HD 160691,b,Radial Velocity,4,643.25,0.9,-0.9,0,1.497,,,0,0.128,0.017,-0.017,0,1.08,,,0,Msini,,,,,0,15.28,0.18,-0.19,0,1.08,0.05,-0.05,0,0,,,,,0
359,HD 160691,c,Radial Velocity,4,4205.8,758.9,-758.9,0,5.235,,,0,0.0985,0.0627,-0.0627,0,1.814,,,0,Msini,,,,,0,15.28,0.18,-0.19,0,1.08,0.05,-0.05,0,0,,,,,0
360,HD 160691,d,Radial Velocity,4,9.6386,0.0015,-0.0015,0,0.09094,,,0,0.172,0.04,-0.04,0,0.03321,,,0,Msini,,,,,0,15.28,0.18,-0.19,0,1.08,0.05,-0.05,0,0,,,,,0
361,HD 160691,e,Radial Velocity,4,310.55,0.83,-0.83,0,0.921,,,0,0.0666,0.0122,-0.0122,0,0.5219,,,0,Msini,,,,,0,15.28,0.18,-0.19,0,1.08,0.05,-0.05,0,0,,,,,0
